domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.mscrm-addons.com.,DMARC1,quarantine,100,mailto:postmaster@mscrm-addons.com,mailto:postmaster@mscrm-addons.com,default,1,afrf,default,default,86400
_dmarc.ncsbn.org.,DMARC1,quarantine,default,"mailto:dmarc_agg@vali.email,mailto:spam@ncsbn.org",mailto:spam@ncsbn.org,default,default,default,default,default,default
_dmarc.netu.tv.,DMARC1,reject,default,mailto:postmaster@netu.tv,mailto:postmaster@netu.tv,none,default,default,default,r,default
_dmarc.newstatesman.com.,DMARC1,none,default,mailto:dmarc@parasemper.uriports.com,mailto:dmarc@parasemper.uriports.com,default,1:d:s,default,default,default,default
_dmarc.nhra.com.,DMARC1,quarantine,100,mailto:noreply@nhra.com,default,default,default,default,default,default,default
_dmarc.nikkeibp.co.jp.,spf1 include:spf1.nikkeibp.co.jp -all,default,default,default,default,default,default,default,default,default,default
_dmarc.nro.mil.,DMARC1,reject,100,"mailto:dmarc_reporting@nro.mil,mailto:dmarc_reports@mail.mil",default,reject,default,default,default,default,default
_dmarc.obi4wan.ai.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.online.com.kh.,DMARC1,none,100,mailto:system@cogetel.com.kh,default,none,default,default,default,default,default
_dmarc.outseta.com.,DMARC1,none,100,mailto:admin.outseta.com,default,default,default,default,default,default,default
_dmarc.pickleballbrackets.com.,DMARC1,none,default,mailto:dmarc.rua@pickleballbrackets.com,default,default,default,default,default,default,default
_dmarc.pigeonhole.at.,DMARC1,reject,100,default,default,reject,default,default,default,r,default
_dmarc.planningportal.co.uk.,DMARC1,none,default,mailto:dmarc@planningportal.co.uk,mailto:dmarc@planningportal,reject,default,default,default,default,86400
_dmarc.protectedtrust.com.,DMARC1,quarantine,100,"mailto:mailauth-reports@protectedtrust.com,mailto:dmarc_agg@vali.email,mailto:rua+protectedtrust.com@dmarc.barracudanetworks.com",mailto:ruf+protectedtrust.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.ravelin.com.,DMARC1,reject,100,"mailto:dmarc@ravelin.com,mailto:re+gglig2c9zho@inbound.dmarcdigests.com",default,reject,default,default,default,default,default
_dmarc.redbookmag.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.resumeworded.com.,DMARC1,none,100,mailto:re+ggm9b3zhbqm@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.sanofi-aventis.com.,DMARC1,none,default,mailto:093b247be21b620@rep.dmarcanalyzer.com,mailto:093b247be21b620@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.servicemanagerpro.com.,DMARC1,quarantine,100,default,default,quarantine,0,afrf,r,r,86400
_dmarc.singlespot.com.,DMARC1,reject,100,mailto:dmarc@singlespot.com,default,default,default,default,r,r,default
_dmarc.slevomat.cz.,DMARC1,quarantine,default,mailto:slevomat-d@dmarc.report-uri.com,default,reject,default,default,r,r,default
_dmarc.smilegenerationmychart.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.socialbrandu.net.,DMARC1,reject,default,default,default,reject,default,default,s,s,86400
_dmarc.splithero.com.,DMARC1,none,100,mailto:re+7b4c99e48dd1@inbound.dmarcdigests.com,default,none,default,default,default,r,default
_dmarc.starship.co.,DMARC1,none,default,mailto:ibuqrfg9@ag.eu.dmarcadvisor.com,mailto:ibuqrfg9@fr.eu.dmarcadvisor.com,default,default,default,default,default,default
_dmarc.static01.eu.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.tcp.exchange.,DMARC1,none,default,mailto:03f63f3ee2e14c139772ffe8d5bff44b@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.tf1info.fr.,spf1 include:amazonses.com ~all,default,default,default,default,default,default,default,default,default,default
_dmarc.tv2a.dk.,DMARC1,reject,default,mailto:svc3emdx@ag.eu.dmarcadvisor.com,default,default,default,default,default,default,default
_dmarc.tyndaleusa.com.,DMARC1,quarantine,default,mailto:61c230af1a9d7@ag.dmarcly.com,mailto:61c230af1a9d7@fo.dmarcly.com,none,0,default,default,default,default
_dmarc.uni-siegen.de.,DMARC1,none,default,mailto:dmarc-reports@uni-siegen.de,mailto:dmarc-reports@uni-siegen.de,none,1,default,r,r,default
_dmarc.vacationclub.com.,DMARC1,quarantine,default,default,default,quarantine,0,default,default,default,3600
_dmarc.vantageip.com.,DMARC1,none,100,mailto:re+m1p8xhom23c@dmarc.postmarkapp.com,mailto:kmiller@vantageunified.com,none,default,default,default,r,default
_dmarc.vo.lu.,DMARC1,quarantine,default,mailto:dmarc.rua@vo.lu,mailto:dmarc.ruf@vo.lu,none,default,default,default,default,default
_dmarc.widex.com.,DMARC1,none,default,mailto:8bf63764dd79922@rep.dmarcanalyzer.com,mailto:8bf63764dd79922@for.dmarcanalyzer.com,none,0:1,default,r,r,default
_dmarc.abadis.ir.,DMARC1,none,default,"mailto:info@abadis.ir,mailto:support@abadis.ir,mailto:admin@abadis.ir",default,default,default,default,default,default,default
_dmarc.ad360.media.,DMARC1,none,default,mailto:dmarc-reports@ad360.media,default,default,default,default,default,default,default
_dmarc.adgatemedia.com.,DMARC1,none,default,mailto:prodege@dmarc.postmastery.com,mailto:prodege@dmarc.postmastery.com,default,1,default,default,default,default
_dmarc.agendrix.com.,DMARC1,reject,default,mailto:re+a0000e0d4648@inbound.dmarcdigests.com,default,default,default,default,default,default,default
_dmarc.alahli.com.,DMARC1,reject,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:haseen@rua.dmarc.gov.sa","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:haseen@ruf.dmarc.gov.sa",default,1,default,default,default,default
_dmarc.aspinaloflondon.com.,DMARC1,reject,100,"mailto:dmarc@aspinaloflondon.com, mailto:re+1ac6c039ae39@inbound.dmarcdigests.com, mailto:re+obvm7skbv9i@dmarc.postmarkapp.com",default,default,default,default,default,default,default
_dmarc.beobank.be.,DMARC1,quarantine,default,"mailto:ptec3a80dmarc@e-i.com, mailto:dmarc18@beobank.be",default,none,default,default,default,default,default
_dmarc.bizflycloud.vn.,DMARC1,none,default,mailto:postmaster@bizflycloud.vn,default,none,default,default,default,default,default
_dmarc.bnn.in.th.,DMARC1,none,100,"mailto:cs@bnn.in.th,mailto:zhakkapong.p@comseven.com",default,default,default,default,default,default,default
_dmarc.bntwk.com.,DMARC1,none,default,mailto:rua+bntwk.com@dmarc.barracudanetworks.com,mailto:ruf+bntwk.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.buildium.com.,DMARC1,none,default,"mailto:4c07d9bb@mxtoolbox.dmarc-report.com,mailto:dmarc_reporting@realpage.com","mailto:4c07d9bb@forensics.dmarc-report.com,mailto:dmarc_reporting@realpage.com",none,1,default,default,default,default
_dmarc.cforia.com.,DMARC1,none,100,mailto:mailreporting@cforia.com,mailto:mailreporting@cforia.com,default,default,default,default,default,default
_dmarc.chiamass.org.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.consequencemedia.com.,DMARC1,quarantine,100,mailto:ryan+dmarcconsequencemediacom@waspmobile.com,default,default,1,default,default,default,default
_dmarc.cortland.com.,DMARC1,none,default,mailto:1d5c08c6c132570@rep.dmarcanalyzer.com,mailto:1d5c08c6c132570@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.cruciallearning.com.,DMARC1,quarantine,default,mailto:dmarc@cruciallearning.com,mailto:dmarc@cruciallearning.com,default,1,default,default,default,default
_dmarc.dellmobilitymanager.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.dinamize.com.,DMARC1,reject,default,mailto:dmarc@dinamize.com.br,default,default,default,default,default,default,default
_dmarc.directadmin.com.,DMARC1,reject,100,mailto:postmaster@directadmin.com,default,default,default,default,default,default,86400
_dmarc.diychatroom.com.,DMARC1,none,100,mailto:noreply@mail.diychatroom.com,default,default,default,default,default,default,default
_dmarc.dollar.com.,DMARC1,quarantine,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_rua@hertz.com",default,default,1,default,default,default,default
_dmarc.dxs.ai.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.ekeystone.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.extron.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.foodpanda.sg.,DMARC1,none,default,mailto:d5ea1768a1c4993@rep.dmarcanalyzer.com,mailto:d5ea1768a1c4993@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.fortytwo.red.,DMARC1,reject,default,default,default,reject,default,default,s,s,default
_dmarc.fsc.org.,DMARC1,none,100,mailto:itservicedesk@fsc.org,default,default,default,default,default,default,default
_dmarc.ftwilliam.com.,DMARC1,quarantine,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:DMARC_RUA@wolterskluwer.com",default,default,1,default,default,default,default
_dmarc.gmelius.com.,DMARC1,reject,default,mailto:dmarc@gmelius.com,default,default,default,default,default,default,default
_dmarc.go-uncg.org.,DMARC1,none,default,mailto:dmarcrpts@app-info.net,mailto:dmarcrpts@app-info.net,none,default,default,s,r,default
_dmarc.herbalife.com.,DMARC1,quarantine,default,mailto:dmarc_reports@herbalife.com,mailto:dmarc_reports@herbalife.com,default,1,default,default,default,default
_dmarc.hobnob.io.,DMARC1,none,100,mailto:re+nz6ko4nt5qy@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.iamsterdam.com.,DMARC1,quarantine,default,mailto:ict@iamsterdam.com,mailto:ict@iamsterdam.com,default,1,default,default,default,default
_dmarc.iezvu.com.,DMARC1,quarantine,default,mailto:dmarc-report@actions-micro.com,default,default,default,default,default,default,default
_dmarc.jobs.ch.,DMARC1,reject,100,mailto:ovgjjelz@ag.eu.dmarcadvisor.com,mailto:ovgjjelz@fr.eu.dmarcadvisor.com,reject,1,default,default,default,default
_dmarc.jokerly.com.,DMARC1,quarantine,default,mailto:dpo@viewpay.tv,default,default,default,default,default,default,default
_dmarc.jumeirah.com.,DMARC1,reject,100,mailto:2fe40fa7@inbox.ondmarc.com,mailto:2fe40fa7@inbox.ondmarc.com,none,0,afrf,r,r,3600
_dmarc.kahlua.com.,DMARC1,none,default,mailto:dmarc_rua@pernod-ricard.com,mailto:dmarc_ruf@pernod-ricard.com,default,1,default,default,default,default
_dmarc.kcom.com.,DMARC1,none,100,mailto:re+gull6npzvgb@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.laerdal.com.,DMARC1,quarantine,100,mailto:dmarc@laerdal.com,mailto:dmarc@laerdal.com,none,1,afrf,r,r,default
_dmarc.lamresearch.com.,DMARC1,reject,default,mailto:dmarc.rua@lamresearch.com,mailto:dmarc.ruf@lamresearch.com,default,1,default,default,default,default
_dmarc.landrover.co.uk.,DMARC1,none,default,mailto:aaa@test.com,mailto:bbb@test.com,default,default,default,default,default,default
_dmarc.lessannoyingcrm.com.,DMARC1,quarantine,1,mailto:mdncxbcs@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.mallcomm.co.uk.,DMARC1,quarantine,5,mailto:admin@mallcommapp.com,default,default,default,default,default,default,default
_dmarc.manageamerica.com.,DMARC1,none,default,mailto:kco2jm7j@ag.dmarcian.com,mailto:kco2jm7j@fr.dmarcian.com,default,1,default,default,default,default
_dmarc.marketodesigner.com.,DMARC1,reject,100,"mailto:adobe@rua.agari.com,mailto:dmarc_agg@dmarc.250ok.net","mailto:adobe@ruf.agari.com,mailto:dmarc_fr@dmarc.250ok.net",reject,1,default,default,default,86400
_dmarc.mbnavigator.app.,DMARC1,reject,default,mailto:dmarc.reports@ministrybrands.com,mailto:dmarc.reports.ruf@ministrybrands.com,default,1,default,default,default,default
_dmarc.meezanbank.com.,DMARC1,reject,100,mailto:dmarc@meezanbank.com,default,reject,default,default,default,default,default
_dmarc.meiomi.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.midwestern.edu.,DMARC1,none,default,mailto:admin@midwestern.edu,mailto:admin@midwestern.edu,default,1,default,default,default,default
_dmarc.motel-one.com.,DMARC1,none,default,mailto:email-security@motel-one.com,mailto:email-security@motel-one.com,default,1,default,default,default,default
_dmarc.myoccu.org.,DMARC1,none,default,mailto:rua@myoccu.org,mailto:ruf@myoccu.org,none,default,default,r,r,default
_dmarc.nihr.ac.uk.,DMARC1,quarantine,100,mailto:re+loawrqvu9dy@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.nmdp.org.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.novius.net.,DMARC1,none,100,mailto:dmarc-feedback-novius-net@novius.fr,mailto:dmarcfor-feedback-novius-net@novius.fr,none,1,default,r,s,default
_dmarc.onventis.com.,DMARC1,none,default,"mailto:96280d89fb2d484e9e6d815756fe89a3@dmarc-reports.cloudflare.net,mailto:dmarc-reply@onventis.com",mailto:dmarc-reply@onventis.com,default,default,default,default,default,default
_dmarc.order2cash.com.,DMARC1,none,default,mailto:dmarc@inbound.flowmailer.net,mailto:dmarc@inbound.flowmailer.net,default,1,default,default,default,default
_dmarc.piesync.com.,DMARC1,reject,100,mailto:re+zuapbrkqfjs@dmarc.postmarkapp.com,default,reject,default,default,default,r,default
_dmarc.premiertechnology.com.,DMARC1,quarantine,50,"mailto:9vquargc@ag.us.dmarcian.com, mailto:postmaster@premiertechnology.com",default,default,default,default,r,r,default
_dmarc.proleaseweb.com.,DMARC1,none,100,mailto:rkdjzijo@ag.dmarcian.com,mailto:rkdjzijo@fr.dmarcian.com,default,1,default,default,default,default
_dmarc.questline.com.,DMARC1,none,100,mailto:dmarc_agg@dmarc.250ok.net,mailto:dmarc_fr@dmarc.250ok.net,default,1,afrf,default,default,default
_dmarc.quizclothing.co.uk.,DMARC1,none,100,"mailto:dmarc_agg@dmarc.everest.email,mailto:hosttmaster@quizclothing.co.uk","mailto:dmarc_fr@dmarc.everest.email,mailto:hostmaster@quizclothing.co.uk",default,1,afrf,default,default,default
_dmarc.racingtv.com.,DMARC1,none,default,mailto:rmg.dmarc@timeline.tv,default,default,default,default,default,default,default
_dmarc.rand.com.,DMARC1,none,default,mailto:dmarcreports@rand.com,mailto:dmarcreports@rand.com,default,1,default,default,default,default
_dmarc.redcapcloud.com.,DMARC1,none,default,mailto:rccdmarc@redcapcloud.com,default,default,default,default,default,default,default
_dmarc.riversideunified.org.,DMARC1,none,100,mailto:re+rxengetp22r@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.rsmeansonline.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.screenhubb.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.selwood.co.uk.,DMARC1,quarantine,default,mailto:dmarc@selwood.co.uk,mailto:dmarc@selwood.co.uk,reject,0:s,default,default,s,default
_dmarc.shavlik.com.,DMARC1,reject,default,mailto:3jelue70@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.smcusa.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.sobeys.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.spectrumti.com.,DMARC1,none,default,mailto:nzycihk4@ag.us.dmarcian.com,mailto:nzycihk4@fr.us.dmarcian.com,default,1,default,default,default,default
_dmarc.sportsmatter.org.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.sullivancotter.com.,DMARC1,none,default,mailto:a09c68f9@mxtoolbox.dmarc-report.com,mailto:a09c68f9@forensics.dmarc-report.com,default,1,default,r,r,default
_dmarc.tabnak.ir.,DMARC1,reject,100,mailto:postmaster@tabnak.ir,default,default,1,default,default,default,default
_dmarc.tacticalgear.com.,DMARC1,none,100,mailto:dmarc@tacticalgear.com,default,none,default,default,default,default,default
_dmarc.thebalance.com.,DMARC1,quarantine,default,mailto:thebalance@rua.agari.com,mailto:thebalance@ruf.agari.com,default,1,default,default,default,3600
_dmarc.thegrocer.co.uk.,DMARC1,none,100,mailto:dmarc.rua@wrbm.com,mailto:dmarc.ruf@wrbm.com,default,1,default,default,default,default
_dmarc.toastmastersclubs.org.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.torfs.be.,DMARC1,reject,default,mailto:rua@torfs.be,default,default,default,default,default,default,default
